OBJECTID;Join_Count;TARGET_FID;LINK_ID;POI_ID;SEQ_NUM;FAC_TYPE;POI_NAME;POI_LANGCD;POI_NMTYPE;POI_ST_NUM;ST_NUM_FUL;ST_NFUL_LC;ST_NAME;ST_LANGCD;POI_ST_SD;ACC_TYPE;PH_NUMBER;CHAIN_ID;NAT_IMPORT;PRIVATE;IN_VICIN;NUM_PARENT;NUM_CHILD;PERCFRREF;VANCITY_ID;ACT_ADDR;ACT_LANGCD;ACT_ST_NAM;ACT_ST_NUM;ACT_ADMIN;ACT_POSTAL;AIRPT_TYPE;POLYGON_NM;FED_OKR;BUFF_DIST;ORIG_FID;name_1;all_scales;X;Y
228;1;5656;936394955.0;1083539065.0;1;4100;МЕТРО-ПРЕОБРАЖЕНСКАЯ ПЛОЩАДЬ;RUS;B; ; ; ;ПРЕОБРАЖЕНСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;70;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Преображенская площадь;0;37.713699999727986;55.79583000029483
229;1;5657;919922557.0;1083539066.0;1;4100;МЕТРО-ПРЕОБРАЖЕНСКАЯ ПЛОЩАДЬ;RUS;B; ; ; ;УЛИЦА ПРЕОБРАЖЕНСКИЙ ВАЛ;RUS;L; ; ;0.0;N;N;N;1;0;60;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Преображенская площадь;0;37.714430000372246;55.79561000015467
230;1;5658;850969611.0;1083539063.0;1;4100;МЕТРО-БУЛЬВАР РОКОССОВСКОГО;RUS;B; ; ; ;ИВАНТЕЕВСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бульвар Рокоссовского;1;37.73257000070471;55.81537000008518
231;1;5659;941864011.0;1083539064.0;1;4100;МЕТРО-БУЛЬВАР РОКОССОВСКОГО;RUS;B; ; ; ;ИВАНТЕЕВСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;24;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бульвар Рокоссовского;0;37.732330000505215;55.815060000501774
232;1;5660;931030094.0;1136157972.0;1;4100;МЕТРО-БУТЫРСКАЯ;RUS;B; ; ; ;ОГОРОДНЫЙ ПРОЕЗД;RUS;L; ; ;0.0;N;N;N;1;0;56;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бутырская;1;37.60390999967583;55.81252999970636
233;1;5661;1026154449.0;1136157971.0;1;4100;МЕТРО-БУТЫРСКАЯ;RUS;B; ; ; ;ОГОРОДНЫЙ ПРОЕЗД;RUS;L; ; ;0.0;N;N;N;0;2;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бутырская;0;37.601169999718714;55.81435000004804
234;1;5662;942546053.0;1083539062.0;1;4100;МЕТРО-БУЛЬВАР РОКОССОВСКОГО;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;3;44;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бульвар Рокоссовского;0;37.735289999672055;55.81424999993164
235;1;5663;1031805914.0;994996848.0;1;4100;МЕТРО-ВОЛЖСКАЯ;RUS;B; ; ; ;КРАСНОДОНСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;0;2;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Волжская;1;37.75559000000347;55.690649999871155
236;1;5664;1175726159.0;994996849.0;1;4100;МЕТРО-ВОЛЖСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Волжская;0;37.75626000037331;55.69054999961271
237;1;5666;1143796481.0;842829115.0;1;4100;МЕТРО-НАХИМОВСКИЙ ПРОСПЕКТ;RUS;B; ; ; ;АЗОВСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;79;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Нахимовский проспект;0;37.6064500005147;55.66335999971968
238;1;5668;837284212.0;1083499162.0;1;4100;МЕТРО-ПРОЛЕТАРСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;29;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Пролетарская;1;37.66812999968711;55.73216999985072
239;1;5669;836582878.0;1083499163.0;1;4100;МЕТРО-ПРОЛЕТАРСКАЯ;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;1;0;29;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Пролетарская;0;37.66792999967056;55.732040000072686
240;1;5670;1143841173.0;1083499161.0;1;4100;МЕТРО-ТЕКСТИЛЬЩИКИ;RUS;B; ; ; ;ШОССЕЙНАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;35;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Текстильщики;1;37.72701999957196;55.708210000471716
241;1;5671;979328297.0;1048969863.0;1;4100;МЕТРО-ЦАРИЦЫНО;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;1;0;99;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Царицыно;1;37.67054999997708;55.61973000028869
242;1;5672;1032346759.0;1048969861.0;1;4100;МЕТРО-ЦАРИЦЫНО;RUS;B; ; ; ;ЛУГАНСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;0;4;1;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Царицыно;0;37.66877999996543;55.622329999772184
243;1;5673;1151268648.0;1048969862.0;1;4100;МЕТРО-ЦАРИЦЫНО;RUS;B; ; ; ;КАСПИЙСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;69;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Царицыно;0;37.670430000326476;55.6203699999449
244;1;5674;1005237375.0;842829126.0;1;4100;МЕТРО-КОЛОМЕНСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ АНДРОПОВА;RUS;L; ; ;0.0;N;N;N;1;0;87;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Коломенская;1;37.66374999941467;55.679480000158705
245;1;5675;1005224627.0;842829125.0;1;4100;МЕТРО-КОЛОМЕНСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ АНДРОПОВА;RUS;L; ; ;0.0;N;N;N;1;0;29;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Коломенская;0;37.66332000014267;55.67770000000116
246;2;5678;1159822951.0;1031795187.0;1;4100;МЕТРО-ВОЛОКОЛАМСКАЯ;RUS;B; ; ; ;НОВОТУШИНСКИЙ ПРОЕЗД;RUS;L; ; ;0.0;N;N;N;0;1;55;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Волоколамская;1;37.38207000001341;55.83694000007321
247;1;5679;1045976271.0;935967828.0;1;4100;МЕТРО-ДИНАМО;RUS;B; ; ; ;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ;RUS;R; ; ;0.0;N;N;N;1;0;79;0.0;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ, 36                        125167 МОСКВА;RUS;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ;36;МОСКВА;125167; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Динамо;1;37.55925000020429;55.788830000377686
248;1;5680;926099946.0;935967829.0;1;4100;МЕТРО-АЭРОПОРТ;RUS;B; ; ; ;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ;RUS;R; ; ;0.0;N;N;N;1;0;44;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Аэропорт;1;37.53191000000925;55.80082999952944
249;1;5698;585838850.0;1083592664.0;1;4100;МЕТРО-АЭРОПОРТ;RUS;B; ; ; ;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ;RUS;L; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Аэропорт;0;37.5304999998477;55.800570000067786
250;1;5699;870503049.0;1083592665.0;1;4100;МЕТРО-БЕЛОРУССКАЯ;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;1;0;20;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Белорусская;1;37.582689999627625;55.77715000054004
251;1;5701;585837076.0;1136157958.0;1;4100;МЕТРО-ФОНВИЗИНСКАЯ;RUS;B; ; ; ;УЛИЦА МИЛАШЕНКОВА;RUS;R; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Фонвизинская;1;37.58634000015407;55.823839999529106
252;1;5702;585837076.0;1136157959.0;1;4100;МЕТРО-ФОНВИЗИНСКАЯ;RUS;B; ; ; ;УЛИЦА МИЛАШЕНКОВА;RUS;L; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Фонвизинская;0;37.586320000062564;55.823799999377435
253;1;5703;774916239.0;1136157957.0;1;4100;МЕТРО-ФОНВИЗИНСКАЯ;RUS;B; ; ; ;УЛИЦА МИЛАШЕНКОВА;RUS;L; ; ;0.0;N;N;N;1;0;90;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Фонвизинская;0;37.58954999956614;55.821730000490724
254;1;5704;1045960459.0;1136157956.0;1;4100;МЕТРО-ФОНВИЗИНСКАЯ;RUS;B; ; ; ;УЛИЦА МИЛАШЕНКОВА;RUS;R; ; ;0.0;N;N;N;0;3;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Фонвизинская;0;37.58909999930434;55.82208000037459
255;2;5705;1016352798.0;1134512693.0;1;4100;МЕТРО-ЛЕСОПАРКОВАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;0;83;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Лесопарковая;1;37.57776000043258;55.582270000545094
256;1;5708;849778860.0;1024194264.0;1;4100;МЕТРО-ВЫСТАВОЧНАЯ;RUS;B; ; ; ;ВЫСТАВОЧНЫЙ ПЕРЕУЛОК;RUS;L; ; ;0.0;N;N;N;1;0;11;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Выставочная;0;37.544490000061536;55.748790000203805
257;1;5709;846044939.0;844553071.0;1;4100;МЕТРО-ЭЛЕКТРОЗАВОДСКАЯ;RUS;B; ; ; ;БОЛЬШАЯ СЕМЁНОВСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;0;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Электрозаводская;1;37.70528999988581;55.78231000025246
258;1;5710;1151614013.0;1134512699.0;1;4100;МЕТРО-БИТЦЕВСКИЙ ПАРК;RUS;B; ; ; ;НОВОЯСЕНЕВСКИЙ ПРОСПЕКТ;RUS;R; ; ;0.0;N;N;N;0;0;12;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Битцевский парк;1;37.55573000027246;55.59995000013269
259;1;5711;938400616.0;1083803362.0;1;4100;МЕТРО-ПОЛЕЖАЕВСКАЯ;RUS;B; ; ; ;ХОРОШЁВСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;0;4;39;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Полежаевская;0;37.52142000053403;55.77775999961036
260;1;5712;925072591.0;1083803360.0;1;4100;МЕТРО-ПОЛЕЖАЕВСКАЯ;RUS;B; ; ; ;ХОРОШЁВСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;1;0;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Полежаевская;0;37.51694000070252;55.77738999955772
261;1;5713;766118917.0;1083803361.0;1;4100;МЕТРО-ПОЛЕЖАЕВСКАЯ;RUS;B; ; ; ;ХОРОШЁВСКОЕ ШОССЕ;RUS;L; ; ;0.0;N;N;N;1;0;30;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Полежаевская;0;37.52136000025959;55.77789000017402
262;1;5714;710955536.0;1069743848.0;1;4100;МЕТРО-ЛЕНИНСКИЙ ПРОСПЕКТ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;1;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Ленинский проспект;1;37.587610000573505;55.708609999961304
263;1;5715;768263195.0;1165117859.0;1;4100;МЕТРО-ВОЛХОНКА (СТР.);RUS;B; ; ; ;СОЙМОНОВСКИЙ ПРОЕЗД;RUS;R; ; ;0.0;N;N;N;0;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Волхонка (стр.);1;37.60331999967195;55.744250000164854
264;1;5724;1151268648.0;1005232229.0;1;4100;МЕТРО-ЦАРИЦЫНО;RUS;B; ; ; ;КАСПИЙСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;69;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Царицыно;0;37.67045000041796;55.62032999982864
265;1;5725;1157513167.0;1136157818.0;1;4100;МЕТРО-ПЕТРОВСКО-РАЗУМОВСКАЯ;RUS;B; ; ; ;ДМИТРОВСКОЕ ШОССЕ;RUS;L; ; ;0.0;N;N;N;1;0;71;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Петровско-Разумовская;0;37.57265999956163;55.833490000248446
266;1;5727;1157513165.0;1136157819.0;1;4100;МЕТРО-ПЕТРОВСКО-РАЗУМОВСКАЯ;RUS;B; ; ; ;ДМИТРОВСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;0;1;65;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Петровско-Разумовская;0;37.57291000070522;55.833490000248446
267;1;5728;1152154572.0;844454053.0;1;4100;МЕТРО-ТЁПЛЫЙ СТАН;RUS;B; ; ; ;НОВОЯСЕНЕВСКИЙ ПРОСПЕКТ;RUS;R; ; ;0.0;N;N;N;1;0;87;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Тёплый Стан;0;37.507910000719264;55.617740000281806
268;2;5736;999977189.0;1083835415.0;1;4100;МЕТРО-АЛМА-АТИНСКАЯ;RUS;B; ; ; ;БРАТЕЕВСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;0;1;14;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Алма-Атинская;1;37.764219999953674;55.634089999583296
269;2;5740;1032570106.0;1165000176.0;1;4100;МЕТРО-КОТЕЛЬНИКИ;RUS;B; ; ; ;ПРИВОЛЬНАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;90;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Котельники;1;37.85759999950203;55.67681999999477
270;1;5741;920354406.0;1083803394.0;1;4100;МЕТРО-ОКТЯБРЬСКОЕ ПОЛЕ;RUS;B; ; ; ;УЛИЦА МАРШАЛА БИРЮЗОВА;RUS;L; ; ;0.0;N;N;N;1;0;45;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Октябрьское поле;1;37.494630000159916;55.79287999992278
271;1;5742;1150601072.0;1083803395.0;1;4100;МЕТРО-ОКТЯБРЬСКОЕ ПОЛЕ;RUS;B; ; ; ;УЛИЦА МАРШАЛА БИРЮЗОВА;RUS;R; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Октябрьское поле;0;37.492229999961424;55.79419000033939
272;1;5743;833644957.0;1083812922.0;1;4100;МЕТРО-АРБАТСКАЯ (ФИЛЁВСКАЯ ЛИНИЯ);RUS;B; ; ; ;АРБАТСКАЯ ПЛОЩАДЬ;RUS;R; ; ;0.0;N;N;N;0;0;70;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Арбатская (Филёвская линия);1;37.601139999581484;55.75211000036739
273;1;5745;778612910.0;1083542809.0;1;4100;МЕТРО-КОМСОМОЛЬСКАЯ;RUS;B; ; ; ;КОМСОМОЛЬСКАЯ ПЛОЩАДЬ;RUS;R; ; ;0.0;N;N;N;1;0;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Комсомольская;1;37.654710000283984;55.77455999954243
274;1;5746;892095947.0;1001390668.0;1;4100;МЕТРО-БУНИНСКАЯ АЛЛЕЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бунинская аллея;1;37.51486000017115;55.53790000025131
275;1;5747;817008730.0;1024502687.0;1;4100;МЕТРО-АЭРОПОРТ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;3;40;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Аэропорт;0;37.53158999944377;55.801170000283946
276;1;5748;920726034.0;1083775962.0;1;4100;МЕТРО-АКАДЕМИЧЕСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ 60-ЛЕТИЯ ОКТЯБРЯ;RUS;R; ; ;0.0;N;N;N;0;3;45;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Академическая;1;37.57454999922388;55.68851000008656
277;1;5749;835430266.0;1083775963.0;1;4100;МЕТРО-АКАДЕМИЧЕСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ 60-ЛЕТИЯ ОКТЯБРЯ;RUS;L; ; ;0.0;N;N;N;1;0;44;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Академическая;0;37.57415000008912;55.68863999996498
278;1;5750;1116191519.0;1083775961.0;1;4100;МЕТРО-АКАДЕМИЧЕСКАЯ;RUS;B; ; ; ;ПРОФСОЮЗНАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;56;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Академическая;0;37.57244000035194;55.68703999986016
279;2;5754;1154872286.0;1118663061.0;1;4100;МЕТРО-АЛМА-АТИНСКАЯ;RUS;B; ; ; ;БРАТЕЕВСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;32;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Алма-Атинская;0;37.766820000168714;55.63112999994522
280;1;5755;1026154449.0;1174827783.0;1;4100;МЕТРО-БУТЫРСКАЯ;RUS;B; ; ; ;ОГОРОДНЫЙ ПРОЕЗД;RUS;R; ; ;0.0;N;N;N;1;0;20;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бутырская;0;37.60139999987246;55.81424999993164
281;1;5756;863562691.0;1136157471.0;1;4100;МЕТРО-ТЕХНОПАРК;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;1;0;60;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Технопарк;1;37.664900000183536;55.69323000003697
282;1;5757;1163048120.0;555745527.0;1;4100;МЕТРО-ШОССЕ ЭНТУЗИАСТОВ;RUS;B; ; ; ;ШОССЕ ЭНТУЗИАСТОВ;RUS;R; ; ;0.0;N;N;N;1;0;94;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Шоссе Энтузиастов;1;37.751509999306734;55.75827999983641
283;1;5758;1127060231.0;555747727.0;1;4100;МЕТРО-КУРСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;3;8;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Курская;0;37.66021999943715;55.75918000018023
284;1;5759;1132849123.0;1083812966.0;1;4100;МЕТРО-БИБЛИОТЕКА ИМЕНИ ЛЕНИНА;RUS;B; ; ; ;МОХОВАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;0;1;34;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Библиотека имени Ленина;1;37.61031999935254;55.75158999989567
285;1;5760;773945326.0;1083812964.0;1;4100;МЕТРО-АЛЕКСАНДРОВСКИЙ САД;RUS;B; ; ; ;УЛИЦА ВОЗДВИЖЕНКА;RUS;R; ; ;0.0;N;N;N;1;0;40;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Александровский сад;1;37.610379999627014;55.75232000027484
286;1;5761;1148332947.0;555746125.0;1;4100;МЕТРО-ЛЮБЛИНО;RUS;B; ; ; ;КРАСНОДАРСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;58;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Люблино;0;37.76184000074496;55.67687000049107
287;2;5762;976562624.0;555746542.0;1;4100;МЕТРО-ТУШИНСКАЯ;RUS;B; ; ; ;ПРОЕЗД СТРАТОНАВТОВ;RUS;R; ; ;0.0;N;N;N;0;2;18;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Тушинская;1;37.4371100002536;55.82725000052277
288;1;5763;585865346.0;555747782.0;1;4100;МЕТРО-КИТАЙ-ГОРОД;RUS;B; ; ; ;СЛАВЯНСКАЯ ПЛОЩАДЬ;RUS;R; ; ;0.0;N;N;N;1;0;20;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Китай-город;1;37.6348299991788;55.75404999965569
289;1;5764;1033472025.0;555747297.0;1;4100;МЕТРО-НОВЫЕ ЧЕРЁМУШКИ;RUS;B; ; ; ;ПРОФСОЮЗНАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;0;3;52;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Новые Черёмушки;1;37.55386999984914;55.66938000032115
290;1;5765;766839436.0;555745351.0;1;4100;МЕТРО-ПРОСПЕКТ ВЕРНАДСКОГО;RUS;B; ; ; ;ПРОСПЕКТ ВЕРНАДСКОГО;RUS;L; ; ;0.0;N;N;N;1;0;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Проспект Вернадского;1;37.50527000032124;55.67625000055854
