OBJECTID;Join_Count;TARGET_FID;LINK_ID;POI_ID;SEQ_NUM;FAC_TYPE;POI_NAME;POI_LANGCD;POI_NMTYPE;POI_ST_NUM;ST_NUM_FUL;ST_NFUL_LC;ST_NAME;ST_LANGCD;POI_ST_SD;ACC_TYPE;PH_NUMBER;CHAIN_ID;NAT_IMPORT;PRIVATE;IN_VICIN;NUM_PARENT;NUM_CHILD;PERCFRREF;VANCITY_ID;ACT_ADDR;ACT_LANGCD;ACT_ST_NAM;ACT_ST_NUM;ACT_ADMIN;ACT_POSTAL;AIRPT_TYPE;POLYGON_NM;FED_OKR;BUFF_DIST;ORIG_FID;name_1;all_scales;X;Y
418;1;5925;802962164.0;555747592.0;1;4100;МЕТРО-ПАВЕЛЕЦКАЯ;RUS;B; ; ; ;НОВОКУЗНЕЦКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;90;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Павелецкая;0;37.635550000675636;55.73131000008738
419;1;5926;1027505104.0;555746342.0;1;4100;МЕТРО-СОКОЛЬНИКИ;RUS;B; ; ; ;СОКОЛЬНИЧЕСКАЯ ПЛОЩАДЬ;RUS;L; ; ;0.0;N;N;N;1;0;43;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Сокольники;1;37.680059999461044;55.78932000036085
420;1;5927;928399434.0;555747299.0;1;4100;МЕТРО-НОВЫЕ ЧЕРЁМУШКИ;RUS;B; ; ; ;ПРОФСОЮЗНАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Новые Черёмушки;0;37.55535000033088;55.671080000186286
421;1;5928;1046682267.0;555747022.0;1;4100;МЕТРО-ПАРК ПОБЕДЫ;RUS;B; ; ; ;ПЛОЩАДЬ ПОБЕДЫ;RUS;R; ; ;0.0;N;N;N;0;3;35;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Парк Победы;0;37.51807000048154;55.73613999946546
422;2;5929;926898154.0;555746760.0;1;4100;МЕТРО-АЛТУФЬЕВО;RUS;B; ; ; ;АЛТУФЬЕВСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;1;0;90;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Алтуфьево;0;37.58613000009177;55.89704999990967
423;1;5930;826570513.0;555746978.0;1;4100;МЕТРО-БАРРИКАДНАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Баррикадная;1;37.58121999919161;55.76061999968264
424;1;5931;863146971.0;555747672.0;1;4100;МЕТРО-МАРКСИСТСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;46;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Марксистская;1;37.65664000012919;55.74109000029303
425;1;5932;1026294289.0;555745929.0;1;4100;МЕТРО-ТИМИРЯЗЕВСКАЯ;RUS;B; ; ; ;ДМИТРОВСКОЕ ШОССЕ;RUS;L; ; ;0.0;N;N;N;1;0;75;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Тимирязевская;1;37.57467999981854;55.81880000021698
426;1;5933;1022101520.0;555745386.0;1;4100;МЕТРО-ЛЕНИНСКИЙ ПРОСПЕКТ;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;1;0;29;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Ленинский проспект;0;37.58525000055797;55.707020000388695
427;1;5934;774895235.0;555747773.0;1;4100;МЕТРО-КИТАЙ-ГОРОД;RUS;B; ; ; ;УЛИЦА МАРОСЕЙКА;RUS;L; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Китай-город;0;37.63178000049859;55.75727000013752
428;1;5935;1031811579.0;555746142.0;1;4100;МЕТРО-КУЗЬМИНКИ;RUS;B; ; ; ;ВОЛГОГРАДСКИЙ ПРОСПЕКТ;RUS;L; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Кузьминки;0;37.76405000007436;55.70530000016072
429;1;5937;1006596400.0;555745820.0;1;4100;МЕТРО-АЭРОПОРТ;RUS;B; ; ; ;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ;RUS;R; ; ;0.0;N;N;N;1;0;46;0.0;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ, 62                        125319 МОСКВА;RUS;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ;62;МОСКВА;125319; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Аэропорт;0;37.53416999956733;55.79989999988195
430;1;5938;836345806.0;555747421.0;1;4100;МЕТРО-КОМСОМОЛЬСКАЯ;RUS;B; ; ; ;КОМСОМОЛЬСКАЯ ПЛОЩАДЬ;RUS;L; ; ;0.0;N;N;N;0;2;30;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Комсомольская;0;37.65670000040366;55.77579999999907
431;1;5939;836345805.0;555747420.0;1;4100;МЕТРО-КОМСОМОЛЬСКАЯ;RUS;B; ; ; ;КОМСОМОЛЬСКАЯ ПЛОЩАДЬ;RUS;L; ; ;0.0;N;N;N;1;0;55;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Комсомольская;0;37.65571000036668;55.77555000047445
432;2;5941;765892038.0;555746273.0;1;4100;МЕТРО-КРЫЛАТСКОЕ;RUS;B; ; ; ;ОСЕННИЙ БУЛЬВАР;RUS;R; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Крылатское;0;37.40843999936465;55.75786999967926
433;1;5943;762581915.0;994982516.0;1;4100;МЕТРО-ВОРОБЬЁВЫ ГОРЫ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Воробьёвы горы;1;37.555779999602876;55.70788000020146
434;1;5944;816223460.0;994982517.0;1;4100;МЕТРО-ВОРОБЬЁВЫ ГОРЫ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;2;20;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Воробьёвы горы;0;37.5606600003658;55.71164999950766
435;1;5945;585865626.0;555747864.0;1;4100;МЕТРО-КИТАЙ-ГОРОД;RUS;B; ; ; ;КИТАЙГОРОДСКИЙ ПРОЕЗД;RUS;L; ; ;0.0;N;N;N;1;0;79;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Китай-город;0;37.63336999968687;55.75295000029157
436;2;5946;858426962.0;555746751.0;1;4100;МЕТРО-БИБИРЕВО;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бибирево;0;37.60498000007872;55.88349999979609
437;1;5947;866674576.0;555747397.0;1;4100;МЕТРО-РИМСКАЯ;RUS;B; ; ; ;УЛИЦА СЕРГИЯ РАДОНЕЖСКОГО;RUS;L; ; ;0.0;N;N;N;0;0;15;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Римская;1;37.67898999995646;55.74672999939321
438;1;5948;1026226769.0;555745704.0;1;4100;МЕТРО-ЮГО-ЗАПАДНАЯ;RUS;B; ; ; ;ПРОСПЕКТ ВЕРНАДСКОГО;RUS;R; ; ;0.0;N;N;N;0;3;84;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Юго-Западная;1;37.48301000000734;55.66269999956918
439;1;5949;1140043153.0;555747309.0;1;4100;МЕТРО-БЕЛОРУССКАЯ;RUS;B; ; ; ;УЛИЦА ГРУЗИНСКИЙ ВАЛ;RUS;L; ; ;0.0;N;N;N;1;0;21;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Белорусская;0;37.58275999994781;55.775089999887506
440;1;5950;819333731.0;555747151.0;1;4100;МЕТРО-БЕГОВАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;99;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Беговая;0;37.54819999996412;55.77336000005203
441;2;5951;1180741298.0;555746761.0;1;4100;МЕТРО-АЛТУФЬЕВО;RUS;B; ; ; ;АЛТУФЬЕВСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;1;0;31;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Алтуфьево;0;37.58774000026986;55.89889000021103
442;1;5952;774912107.0;555746341.0;1;4100;МЕТРО-СОКОЛЬНИКИ;RUS;B;26; ; ;РУСАКОВСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;0;1;0;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Сокольники;0;37.681650000445956;55.78881000049484
443;2;5953;1092388783.0;1136157308.0;1;4100;МЕТРО-СПАРТАК;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;1;0;27;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Спартак;1;37.43571999928523;55.81890000024934
444;2;5954;1092388782.0;1136157307.0;1;4100;МЕТРО-СПАРТАК;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;1;43;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Спартак;0;37.43427999988478;55.81722999973156
445;1;5955;766542097.0;555745600.0;1;4100;МЕТРО-АВИАМОТОРНАЯ;RUS;B; ; ; ;АВИАМОТОРНАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Авиамоторная;1;37.71687999990115;55.75215000038875
446;1;5956;863146965.0;555747671.0;1;4100;МЕТРО-МАРКСИСТСКАЯ;RUS;B; ; ; ;МАРКСИСТСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;0;1;88;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Марксистская;0;37.65644000011268;55.7407099999295
447;1;5957;585865345.0;555747781.0;1;4100;МЕТРО-КИТАЙ-ГОРОД;RUS;B; ; ; ;СОЛЯНСКИЙ ПРОЕЗД;RUS;R; ; ;0.0;N;N;N;0;8;29;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Китай-город;0;37.63535999980655;55.753820000317745
448;1;5958;733199954.0;555747298.0;1;4100;МЕТРО-НОВЫЕ ЧЕРЁМУШКИ;RUS;B; ; ; ;ПРОФСОЮЗНАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;70;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Новые Черёмушки;0;37.55559000053038;55.670969999750945
449;1;5959;927000653.0;555745402.0;1;4100;МЕТРО-УНИВЕРСИТЕТ;RUS;B; ; ; ;ЛОМОНОСОВСКИЙ ПРОСПЕКТ;RUS;L; ; ;0.0;N;N;N;1;0;20;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Университет;1;37.53482999989141;55.69366000013577
450;1;5960;1044036739.0;555745930.0;1;4100;МЕТРО-ТИМИРЯЗЕВСКАЯ;RUS;B; ; ; ;ДМИТРОВСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;0;1;76;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Тимирязевская;0;37.574860000641905;55.81888000016247
451;1;5962;1047661349.0;555746211.0;1;4100;МЕТРО-ПРАЖСКАЯ;RUS;B; ; ; ;УЛИЦА КРАСНОГО МАЯКА;RUS;L; ; ;0.0;N;N;N;0;5;91;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Пражская;1;37.60446000039502;55.61091000021817
452;1;5963;846043353.0;555745497.0;1;4100;МЕТРО-БАБУШКИНСКАЯ;RUS;B; ; ; ;ЕНИСЕЙСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;0;2;45;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Бабушкинская;1;37.664930000320766;55.870449999606
453;1;5964;979471559.0;555746880.0;1;4100;МЕТРО-ВЫХИНО;RUS;B; ; ; ;УЛИЦА КРАСНЫЙ КАЗАНЕЦ;RUS;L; ; ;0.0;N;N;N;1;0;12;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Выхино;0;37.81966000022695;55.71644999983237
454;1;5966;1026215292.0;555746529.0;1;4100;МЕТРО-ВОЙКОВСКАЯ;RUS;B; ; ; ;ЛЕНИНГРАДСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;1;0;88;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Войковская;0;37.49878000027854;55.81833999948328
455;1;5967;1143796482.0;555745714.0;1;4100;МЕТРО-НАХИМОВСКИЙ ПРОСПЕКТ;RUS;B; ; ; ;АЗОВСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;0;4;53;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Нахимовский проспект;0;37.60678999937503;55.663579999999
456;1;5968;1144765573.0;1118910513.0;1;4100;МЕТРО-МАРЬИНА РОЩА;RUS;B; ; ; ;ШЕРЕМЕТЬЕВСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;38;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Марьина роща;1;37.61602999942056;55.796920000147196
457;2;5969;862324769.0;1005212232.0;1;4100;МЕТРО-ПЕРВОМАЙСКАЯ;RUS;B; ; ; ;9-Я ПАРКОВАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Первомайская;0;37.7992699994838;55.795839999950324
458;2;5970;862324769.0;1005212231.0;1;4100;МЕТРО-ПЕРВОМАЙСКАЯ;RUS;B; ; ; ;9-Я ПАРКОВАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Первомайская;0;37.79930999966679;55.795839999950324
459;2;5971;926640774.0;1005212234.0;1;4100;МЕТРО-ПЕРВОМАЙСКАЯ;RUS;B; ; ; ;9-Я ПАРКОВАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;90;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Первомайская;0;37.79945000030717;55.79359999986121
460;1;5973;992417395.0;842836466.0;1;4100;МЕТРО-МАРЬИНО;RUS;B; ; ; ;ЛЮБЛИНСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;5;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Марьино;1;37.74359999995507;55.65109000018851
461;1;5974;585864993.0;899129976.0;1;4100;МЕТРО-КРАСНЫЕ ВОРОТА;RUS;B; ; ; ;ПЛОЩАДЬ КРАСНЫЕ ВОРОТА;RUS;L; ; ;0.0;N;N;N;0;1;20;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Красные ворота;0;37.648320000698746;55.76833000032629
462;1;5975;867236169.0;1083499516.0;1;4100;МЕТРО-МАРЬИНО;RUS;B; ; ; ;ЛЮБЛИНСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;14;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Марьино;0;37.743350000608146;55.65103999969154
463;1;5976;1141940900.0;1083499515.0;1;4100;МЕТРО-ДУБРОВКА;RUS;B; ; ; ;ШАРИКОПОДШИПНИКОВСКАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;0;1;12;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Дубровка;0;37.67656999966649;55.71805000009598
464;1;5977;1148255939.0;1083499514.0;1;4100;МЕТРО-БРАТИСЛАВСКАЯ;RUS;B; ; ; ;УЛИЦА ПЕРЕРВА;RUS;L; ; ;0.0;N;N;N;1;0;44;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Братиславская;1;37.749579999461524;55.659100000045534
465;1;5978;932242152.0;1083499513.0;1;4100;МЕТРО-БРАТИСЛАВСКАЯ;RUS;B; ; ; ;УЛИЦА ПЕРЕРВА;RUS;R; ; ;0.0;N;N;N;1;0;18;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Братиславская;0;37.74879999948681;55.65875999979416
466;1;5979;1148255939.0;1083499512.0;1;4100;МЕТРО-БРАТИСЛАВСКАЯ;RUS;B; ; ; ;УЛИЦА ПЕРЕРВА;RUS;R; ; ;0.0;N;N;N;1;0;44;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Братиславская;0;37.749599999553006;55.65905999993078
467;2;5986;766617433.0;1001533578.0;1;4100;МЕТРО-ЩЁЛКОВСКАЯ;RUS;B; ; ; ;9-Я ПАРКОВАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Щёлковская;1;37.79867000033249;55.80839999999314
468;2;5987;766617433.0;1001533577.0;1;4100;МЕТРО-ЩЁЛКОВСКАЯ;RUS;B; ; ; ;9-Я ПАРКОВАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Щёлковская;0;37.79863000014954;55.80839999999314
469;2;5988;1159597596.0;1118910553.0;1;4100;МЕТРО-ПЯТНИЦКОЕ ШОССЕ;RUS;B; ; ; ;МИТИНСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;0;2;27;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Пятницкое шоссе;0;37.354239999373576;55.854949999910154
470;2;5989;826855360.0;1118910554.0;1;4100;МЕТРО-ПЯТНИЦКОЕ ШОССЕ;RUS;B; ; ; ;МИТИНСКАЯ УЛИЦА;RUS;R; ; ;0.0;N;N;N;1;0;30;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Пятницкое шоссе;0;37.35312999968603;55.85504999979286
471;2;5991;775193341.0;1031318909.0;1;4100;МЕТРО-УЛИЦА АКАДЕМИКА ЯНГЕЛЯ;RUS;B; ; ; ;ВАРШАВСКОЕ ШОССЕ;RUS;L; ; ;0.0;N;N;N;0;4;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Улица Академика Янгеля;1;37.602940000628664;55.595680000107784
472;1;5995;1150601072.0;1005032047.0;1;4100;МЕТРО-ОКТЯБРЬСКОЕ ПОЛЕ;RUS;B; ; ; ;УЛИЦА МАРШАЛА БИРЮЗОВА;RUS;L; ; ;0.0;N;N;N;0;3;45;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Октябрьское поле;0;37.492399999840735;55.794050000007594
473;2;5996;872191926.0;1001533053.0;1;4100;МЕТРО-СТРОГИНО;RUS;B; ; ; ;СТРОГИНСКИЙ БУЛЬВАР;RUS;L; ; ;0.0;N;N;N;1;0;55;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Строгино;1;37.40090999995461;55.803880000302684
474;2;5997;1033351563.0;1001533054.0;1;4100;МЕТРО-СТРОГИНО;RUS;B; ; ; ;СТРОГИНСКИЙ БУЛЬВАР;RUS;L; ; ;0.0;N;N;N;1;0;20;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Строгино;0;37.40466000004018;55.80308000012297
475;2;5998;767352360.0;1001533055.0;1;4100;МЕТРО-СТРОГИНО;RUS;B; ; ; ;СТРОГИНСКИЙ БУЛЬВАР;RUS;R; ; ;0.0;N;N;N;0;3;20;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Строгино;0;37.40441999984065;55.80368000003178
476;2;5999;872191925.0;1001533052.0;1;4100;МЕТРО-СТРОГИНО;RUS;B; ; ; ;СТРОГИНСКИЙ БУЛЬВАР;RUS;R; ; ;0.0;N;N;N;1;0;45;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Строгино;0;37.40124999971324;55.804359999790215
477;1;6001;1151614013.0;1083775618.0;1;4100;МЕТРО-НОВОЯСЕНЕВСКАЯ;RUS;B; ; ; ;НОВОЯСЕНЕВСКИЙ ПРОСПЕКТ;RUS;R; ; ;0.0;N;N;N;0;2;95;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Новоясеневская;1;37.55548000002724;55.60015000022838
478;1;6002;826572111.0;995046016.0;1;4100;МЕТРО-ЧИСТЫЕ ПРУДЫ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;0;1;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Чистые пруды;1;37.63817000008385;55.7650699999373
479;1;6009;818460016.0;1024550541.0;1;4100;МЕТРО-ЧЕРТАНОВСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;1;54;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Чертановская;1;37.607459999744854;55.63993999970385
480;1;6014;1115417630.0;1147060769.0;1;4100;МЕТРО-ПЕТРОВСКИЙ ПАРК;RUS;B; ; ; ;ЛЕНИНГРАДСКИЙ ПРОСПЕКТ;RUS;R; ; ;0.0;N;N;N;0;1;10;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Петровский парк;0;37.55578999964863;55.79037999996346
481;2;6015;1158503318.0;1166363476.0;1;4100;МЕТРО-ЛУХМАНОВСКАЯ (СТР.);RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;0;50;0.0; ; ; ; ; ; ; ;МОСКВА;ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;30;Лухмановская (стр.);1;37.900869999801834;55.70873000007252
